hhid	saving_instrument	instr_usage	importance_rank	safety_rank	use_reason	use_reason_other	non_use_reason	non_use_reason_other	money_loss	times_loss	biggest_loss
1280033.0	5	1	1	2	1				2		
1280033.0	6	2					8				
1280033.0	7	2					8				
1280033.0	8	2					8				
1280033.0	9	2					8				
1280033.0	10	1	4	4	5				2		
1280019.0	1	1	1	1	1				2		
1280019.0	2	1	2	2	2				2		
1280019.0	3	2					8				
1280019.0	4	2					7				
1280019.0	5	2					8				
1280019.0	6	2					8				
1280019.0	7	2					7				
1280019.0	8	2					8				
1280019.0	9	2					8				
1280019.0	10	2					7				
1280041.0	1	1	1	1	1				2		
1280041.0	2	1	3	3	7				2		
1280041.0	3	2					4				
1280041.0	4	1	2	2	6				2		
1280041.0	5	2					8				
1280041.0	6	2					7				
1280041.0	7	2					7				
1280041.0	8	2					1				
1280041.0	9	2					1				
1280041.0	10	2					4				
1280060.0	1	2					7				
1280060.0	2	1	1	1	5				2		
1280060.0	3	2					4				
1280060.0	4	2					8				
1280060.0	5	2					7				
1280060.0	6	2					8				
1280060.0	7	2					7				
1280060.0	8	2					1				
1280060.0	9	2					2				
1280060.0	10	2					4				
1280006.0	1	1	2	1	1				2		
1280006.0	2	1	4	4	6				2		
1280006.0	3	2					4				
1280006.0	4	1	1	3	2				2		
1280006.0	5	1	3	2	1				2		
1280006.0	6	2					4				
1280006.0	7	2					1				
1280006.0	8	2					1				
1280006.0	9	2					1				
1280006.0	10	2					4				
1280064.0	1	1	1	1	1				2		
1280064.0	2	1	3	2	6				2		
1280064.0	3	2					4				
1280064.0	4	1	2	3	2				1	2	3000
1280064.0	5	2					7				
1280064.0	6	2					1				
1280064.0	7	2					1				
1280064.0	8	2					1				
1280064.0	9	2					1				
1280064.0	10	2					4				
1280053.0	1	1	1	1	1				2		
1280053.0	2	1	2	2	6				2		
1280053.0	3	2					4				
1280053.0	4	2					1				
1280053.0	5	2					8				
1280053.0	6	2					1				
1280053.0	7	2					1				
1280053.0	8	2					1				
1280053.0	9	2					1				
1280053.0	10	2					1				
1282062.0	1	2					3				
1282062.0	2	2					1				
1282062.0	3	2					9	28			
1282062.0	4	1	1	1	2				1	1	200
1282062.0	5	2					4				
1282062.0	6	2					1				
1282062.0	7	2					1				
1282062.0	8	2					5				
1282062.0	9	2					8				
1282062.0	10	2					9	28			
1282078.0	1	1	1	1	5				2		
1282078.0	2	2					7				
1282078.0	3	1	2	2	1				2		
1282078.0	4	1	4	4	5				2		
1282078.0	5	1	3	3	1				2		
1282078.0	6	2					5				
1282078.0	7	2					5				
1282078.0	8	2					1				
1282078.0	9	2					5				
1282078.0	10	2					7				
1282036.0	1	2					7				
1282036.0	2	1	2	2	6				2		
1282036.0	3	2					3				
1282036.0	4	2					8				
1282036.0	5	1	1	1	2				2		
1282036.0	6	2					7				
1282036.0	7	2					7				
1282036.0	8	2					7				
1282036.0	9	2					1				
1282036.0	10	2					7				
1282053.0	1	2					9	25			
1282053.0	2	1	3	3	6				2		
1282053.0	3	2					4				
1282053.0	4	2					4				
1282053.0	5	2					7				
1282053.0	6	1	2	1	3				2		
1282053.0	7	1	1	2	7				2		
1282053.0	8	2					1				
1282053.0	9	2					1				
1282053.0	10	2					9	25			
1282003.0	1	1	1	1	1				2		
1282003.0	2	1	4	4	6				2		
1282003.0	3	2					4				
1282003.0	4	1	3	3	7				2		
1282003.0	5	1	2	2	2				2		
1282003.0	6	2					1				
1282003.0	7	2					1				
1282003.0	8	2					8				
1282003.0	9	2					7				
1282003.0	10	2					7				
1282011.0	1	2					1				
1282011.0	2	1	2	2	6				2		
1282011.0	3	2					4				
1282011.0	4	2					7				
1282011.0	5	1	1	1	1				2		
1282011.0	6	2					1				
1282011.0	7	2					1				
1282011.0	8	2					1				
1282011.0	9	2					1				
1282011.0	10	2					7				
1282020.0	1	1	2	1	5				2		
1282020.0	2	1	5	5	6				2		
1282020.0	3	1	1	2	1				2		
1282020.0	4	2					1				
1282020.0	5	1	3	3	6				2		
1282020.0	6	1	4	4	2				2		
1282020.0	7	2					9	39			
1282020.0	8	2					1				
1282020.0	9	2					8				
1282020.0	10	2					1				
1282070.0	1	1	1	1	5				2		
1282070.0	2	1	2	3	3				2		
1282070.0	3	2					7				
1282070.0	4	1	3	2	3				2		
1282070.0	5	2					8				
1282070.0	6	2					8				
1282070.0	7	2					1				
1282070.0	8	2					5				
1282070.0	9	2					6				
1282070.0	10	2					4				
1282045.0	1	1	1	1	1				2		
1282045.0	2	2					1				
1282045.0	3	2					4				
1282045.0	4	2					4				
1282045.0	5	1	2	2	2				2		
1282045.0	6	2					9	11			
1282045.0	7	2					9	25			
1282045.0	8	2					9	25			
1282045.0	9	2					2				
1282045.0	10	2					9	25			
1282028.0	1	2					9	25			
1282028.0	2	2					9	25			
1282028.0	3	1	1	1	1				2		
1282028.0	4	1	2	2	3				2		
1282028.0	5	2					7				
1282028.0	6	2					1				
1282028.0	7	2					1				
1282028.0	8	2					1				
1282028.0	9	2					7				
1282028.0	10	2					9	25			
1283033.0	1	1	1	1	1				2		
1283033.0	2	1	4	3	2				2		
1283033.0	3	2					7				
1283033.0	4	1	3	4	2				1	2	5000
1283033.0	5	1	2	2	1				2		
1283033.0	6	2					7				
1283033.0	7	2					8				
1283033.0	8	2					7				
1283033.0	9	2					8				
1283033.0	10	2					1				
1283059.0	1	1	1	1	1				2		
1283059.0	2	1	2	2	2				2		
1283059.0	3	2					4				
1283059.0	4	2					6				
1283059.0	5	2					7				
1283059.0	6	2					8				
1283059.0	7	2					4				
1283059.0	8	2					1				
1283059.0	9	2					4				
1283059.0	10	2					3				
1283046.0	1	1	2	1	1				2		
1283046.0	2	1	3	3	2				2		
1283046.0	3	2					4				
1283046.0	4	2					8				
1283046.0	5	1	1	2	1				2		
1283046.0	6	2					8				
1283046.0	7	2					8				
1283046.0	8	2					8				
1283046.0	9	2					8				
1283046.0	10	2					7				
1283112.0	1	2					3				
1283112.0	2	1	2	3	2				2		
1283112.0	3	2					4				
1283112.0	4	1	3	2	4				2		
1283112.0	5	2					4				
1283112.0	6	2					1				
1283112.0	7	2					1				
1283112.0	8	2					1				
1283112.0	9	1	1	1	4				2		
1283112.0	10	2					7				
1283020.0	1	1	1	1	2				2		
1283020.0	2	1	3	3	6				2		
1283020.0	3	2					8				
1283020.0	4	2					8				
1283020.0	5	1	2	2	3				2		
1283020.0	6	2					7				
1283020.0	7	2					7				
1283020.0	8	2					8				
1283020.0	9	2					7				
1283020.0	10	2					8				
1283086.0	1	1	1	1	1				2		
1283086.0	2	1	3	2	2				2		
1283086.0	3	2					4				
1283086.0	4	1	2	3	2				2		
1283086.0	5	2					7				
1283086.0	6	2					1				
1283086.0	7	2					1				
1283086.0	8	2					1				
1283086.0	9	2					1				
1283086.0	10	2					1				
1283072.0	1	1	1	1	1				2		
1283072.0	2	1	2	2	2				2		
1283072.0	3	2					8				
1283072.0	4	2					7				
1283072.0	5	2					7				
1283072.0	6	2					8				
1283072.0	7	2					7				
1283072.0	8	2					1				
1283072.0	9	2					8				
1283072.0	10	2					1				
1283006.0	1	2					3				
1283006.0	2	1	1	1	3				2		
1283006.0	3	2					4				
1283006.0	4	1	8	2	2				2		
1283006.0	5	2					9	22			
1283006.0	6	2					5				
1283006.0	7	2					1				
1283006.0	8	2					5				
1283006.0	9	2					6				
1283006.0	10	2					8				
1283099.0	1	1	1	1	1				2		
1283099.0	2	1	3	3	6				2		
1283099.0	3	1	2	2	6				1	1	12000
1283099.0	4	2					1				
1283099.0	5	2					1				
1283099.0	6	2					1				
1283099.0	7	2					1				
1283099.0	8	2					1				
1283099.0	9	1	4	4	5				2		
1283099.0	10	2					4				
1283125.0	1	1	1	1	1				2		
1283125.0	2	1	2	3	7				2		
1283125.0	3	2					4				
1283125.0	4	2					1				
1283125.0	5	2					7				
1283125.0	6	1	3	2	2				2		
1283125.0	7	2					1				
1283125.0	8	2					1				
1283125.0	9	2					1				
1283125.0	10	2					4				
1284047.0	1	1	1	1	1				2		
1284047.0	2	2					1				
1284047.0	3	2					2				
1284047.0	4	2					4				
1284047.0	5	2					3				
1284047.0	6	2					5				
1284047.0	7	2					4				
1284047.0	8	1	2	2	3				1	1	500
1284047.0	9	2					3				
1284047.0	10	2					3				
1284010.0	1	2					3				
1284010.0	2	1	1	1	2				2		
1284010.0	3	2					4				
1284010.0	4	2					7				
1284010.0	5	2					7				
1284010.0	6	2					7				
1284010.0	7	2					7				
1284010.0	8	2					7				
1284010.0	9	2					7				
1284010.0	10	2					7				
1284035.0	1	2					3				
1284035.0	2	1	1	2	3				2		
1284035.0	3	2					4				
1284035.0	4	1	3	3	2				2		
1284035.0	5	1	2	1	1				2		
1284035.0	6	2					8				
1284035.0	7	2					8				
1284035.0	8	2					8				
1284035.0	9	2					8				
1284035.0	10	2					8				
1284084.0	1	2					3				
1284084.0	2	1	2	2	6				2		
1284084.0	3	2					4				
1284084.0	4	2					8				
1284084.0	5	1	1	1	6				2		
1284084.0	6	2					7				
1284084.0	7	2					7				
1284084.0	8	2					7				
1284084.0	9	2					1				
1284084.0	10	2					4				
1284072.0	1	1	1	1	1				2		
1284072.0	2	2					5				
1284072.0	3	1	2	3	1				2		
1284072.0	4	2					5				
1284072.0	5	1	3	2	1				2		
1284072.0	6	2					5				
1284072.0	7	2					8				
1284072.0	8	2					8				
1284072.0	9	2					8				
1284072.0	10	2					4				
1284060.0	1	1	1	1	1				2		
1284060.0	2	2					5				
1284060.0	3	2					4				
1284060.0	4	2					9	40			
1284060.0	5	1	2	2	1				2		
1284060.0	6	1	3	3	3				2		
1284060.0	7	2					7				
1284060.0	8	2					5				
1284060.0	9	2					8				
1284060.0	10	2					4				
1284109.0	1	1	1	1	1				2		
1284109.0	2	2					5				
1284109.0	3	2					9	26			
1284109.0	4	2					7				
1284109.0	5	1	2	2	1				2		
1284109.0	6	2					2				
1284109.0	7	2					5				
1284109.0	8	2					8				
1284109.0	9	2					8				
1284109.0	10	2					4				
1284122.0	1	2					3				
1284122.0	2	1	1	1	3				2		
1284122.0	3	2					4				
1284122.0	4	2					2				
1284122.0	5	2					3				
1284122.0	6	2					6				
1284122.0	7	2					5				
1284122.0	8	2					5				
1284122.0	9	2					1				
1284122.0	10	2					4				
1284097.0	1	2					9	25			
1284097.0	2	2					1				
1284097.0	3	2					4				
1284097.0	4	1	1	1	7				1	2	2000
1284097.0	5	2					3				
1284097.0	6	2					1				
1284097.0	7	2					7				
1284097.0	8	2					7				
1284097.0	9	2					8				
1284097.0	10	2					6				
1284022.0	1	2					3				
1284022.0	2	1	1	2	2				2		
1284022.0	3	2					4				
1284022.0	4	1	3	3	7				2		
1284022.0	5	1	2	1	2				2		
1284022.0	6	2					7				
1284022.0	7	2					7				
1284022.0	8	2					7				
1284022.0	9	2					7				
1284022.0	10	2					8				
1294014.0	1	1	1	1	1				2		
1294014.0	2	1	3	4	7				2		
1294014.0	3	2					4				
1294014.0	4	1	8	8	3				1	1	10000
1294014.0	5	1	2	2	2				2		
1294014.0	6	1	4	5	2				2		
1294014.0	7	1	6	6	2				2		
1294014.0	8	1	7	7	2				2		
1294014.0	9	2					3				
1294014.0	10	1	5	3	1				2		
1294082.0	1	1	1	1	1				2		
1294082.0	2	1	4	3	6				2		
1294082.0	3	2					4				
1294082.0	4	1	2	4	2				2		
1294082.0	5	1	3	2	2				2		
1294082.0	6	2					1				
1294082.0	7	2					1				
1294082.0	8	2					9	11			
1294082.0	9	2					7				
1294082.0	10	2					8				
1294055.0	1	1	1	1	1				2		
1294055.0	2	1	4	4	2				2		
1294055.0	3	2					3				
1294055.0	4	1	3	3	1				2		
1294055.0	5	1	2	2	5				2		
1294055.0	6	1	6	5	2				2		
1294055.0	7	1	5	7	3				2		
1294055.0	8	1	7	6	2				2		
1294055.0	9	2					3				
1294055.0	10	2					3				
1294096.0	1	1	1	1	1				2		
1294096.0	2	1	2	2	6				2		
1294096.0	3	2					7				
1294096.0	4	2					5				
1294096.0	5	2					3				
1294096.0	6	2					8				
1294096.0	7	2					8				
1294096.0	8	2					5				
1294096.0	9	2					7				
1294096.0	10	2					8				
1294123.0	1	1	1	1	1				2		
1294123.0	2	1	3	2	2				2		
1294123.0	3	2					3				
1294123.0	4	2					8				
1294123.0	5	2					7				
1294123.0	6	2					8				
1294123.0	7	1	4	3	2				2		
1294123.0	8	1	2	4	2				2		
1294123.0	9	2					8				
1294123.0	10	2					3				
1294041.0	1	1	1	1	1				2		
1294041.0	2	1	4	5	2				2		
1294041.0	3	2					3				
1294041.0	4	2					4				
1294041.0	5	1	2	2	1				2		
1294041.0	6	1	6	3	2				2		
1294041.0	7	1	5	4	2				2		
1294041.0	8	1	7	7	2				2		
1294041.0	9	2					7				
1294041.0	10	1	3	6	1				2		
1294068.0	1	1	1	1	5				2		
1294068.0	2	1	3	2	2				2		
1294068.0	3	2					8				
1294068.0	4	1	2	3	6				2		
1294068.0	5	2					8				
1294068.0	6	2					1				
1294068.0	7	2					1				
1294068.0	8	2					5				
1294068.0	9	2					7				
1294068.0	10	2					8				
1294109.0	1	1	1	1	1				2		
1294109.0	2	1	5	5	6				2		
1294109.0	3	1	2	2	2				2		
1294109.0	4	1	3	4	2				2		
1294109.0	5	1	4	3	2				2		
1294109.0	6	2					5				
1294109.0	7	2					8				
1294109.0	8	2					8				
1294109.0	9	2					8				
1294109.0	10	2					7				
1294027.0	1	1	1	1	2				2		
1294027.0	2	1	4	4	5				2		
1294027.0	3	1	5	2	1				2		
1294027.0	4	1	7	5	7				2		
1294027.0	5	1	2	7	4				2		
1294027.0	6	1	3	3	3				2		
1294027.0	7	2					3				
1294027.0	8	1	6	6	6				2		
1294027.0	9	2					3				
1294027.0	10	2					5				
1294137.0	1	1	1	1	1				2		
1294137.0	2	1	2	4	2				2		
1294137.0	3	2					4				
1294137.0	4	1	4	3	2				2		
1294137.0	5	1	3	2	2				2		
1294137.0	6	2					5				
1294137.0	7	2					5				
1294137.0	8	2					1				
1294137.0	9	2					7				
1294137.0	10	2					7				
1295014.0	1	1	1	1	1				2		
1295014.0	2	1	6	6	6				2		
1295014.0	3	1	3	5	7				2		
1295014.0	4	1	2	4	6				1	2	3000
1295014.0	5	1	5	3	1				2		
1295014.0	6	2					5				
1295014.0	7	2					6				
1295014.0	8	2					6				
1295014.0	9	2					3				
1295014.0	10	1	4	2	7				2		
1295096.0	1	1	1	1	7				2		
1295096.0	2	1	4	2	7				2		
1295096.0	3	2					7				
1295096.0	4	1	3	4	7				2		
1295096.0	5	2					7				
1295096.0	6	2					7				
1295096.0	7	2					7				
1295096.0	8	2					7				
1295096.0	9	2					7				
1295096.0	10	1	2	3	7				2		
1295084.0	1	1	1	1	7				2		
1295084.0	2	1	4	3	7				2		
1295084.0	3	2					7				
1295084.0	4	1	5	4	7				2		
1295084.0	5	1	3	2	7				2		
1295084.0	6	2					7				
1295084.0	7	2					7				
1295084.0	8	2					7				
1295084.0	9	2					7				
1295084.0	10	1	2	5	7				2		
1295073.0	1	1	1	1	7				2		
1295073.0	2	1	4	4	7				2		
1295073.0	3	2					7				
1295073.0	4	2					7				
1295073.0	5	1	3	2	7				2		
1295073.0	6	2					7				
1295073.0	7	2					7				
1295073.0	8	2					7				
1295073.0	9	2					7				
1295073.0	10	1	2	3	7				2		
1295108.0	1	1	1	1	7				2		
1295108.0	2	1	2	2	7				2		
1295108.0	3	2					7				
1295108.0	4	2					7				
1295108.0	5	2					7				
1295108.0	6	2					7				
1295108.0	7	2					7				
1295108.0	8	2					7				
1295108.0	9	2					7				
1295108.0	10	2					7				
1295002.0	1	2					4				
1295002.0	2	1	1	1	1				2		
1295002.0	3	2					8				
1295002.0	4	1	2	2	2				2		
1295002.0	5	2					4				
1295002.0	6	2					1				
1295002.0	7	2					1				
1295002.0	8	2					1				
1295002.0	9	2					4				
1295002.0	10	2					8				
1295049.0	1	1	1	1	1				2		
1295049.0	2	1	7	7	2				1	2	6000
1295049.0	3	1	2	2	9	18			2		
1295049.0	4	1	4	6	6				1	1	30000
1295049.0	5	1	3	3	2				2		
1295049.0	6	2					7				
1295049.0	7	1	6	5	9	18			2		
1295049.0	8	2					7				
1295049.0	9	2					1				
1295049.0	10	1	5	4	9	18			2		
1295066.0	1	1	1	1	1				2		
1295066.0	2	1	5	4	6				2		
1295066.0	3	1	3	3	7				2		
1295066.0	4	1	4	5	7				2		
1295066.0	5	1	2	2	3				2		
1295066.0	6	1	6	6	7				2		
1295066.0	7	2					5				
1295066.0	8	2					5				
1295066.0	9	2					8				
1295066.0	10	2					8				
1295012.0	1	1	2	1	1				2		
1295012.0	2	2					4				
1295012.0	3	2					4				
1295012.0	4	2					8				
1295012.0	5	1	1	2	1				2		
1295012.0	6	2					1				
1295012.0	7	2					1				
1295012.0	8	2					1				
1295012.0	9	2					1				
1295012.0	10	2					4				
1295003.0	1	1	1	1	1				2		
1295003.0	2	2					6				
1295003.0	3	2					4				
1295003.0	4	2					4				
1295003.0	5	2					7				
1295003.0	6	2					7				
1295003.0	7	2					8				
1295003.0	8	2					4				
1295003.0	9	2					1				
1295003.0	10	2					8				
1296044.0	1	2					4				
1296044.0	2	2					1				
1296044.0	3	2					3				
1296044.0	4	1	2	2	3				2		
1296044.0	5	2					7				
1296044.0	6	2					5				
1296044.0	7	2					1				
1296044.0	8	2					2				
1296044.0	9	1	1	1	2				2		
1296044.0	10	2					3				
1296026.0	1	1	1	1	1				2		
1296026.0	2	1	2	2	2				2		
1296026.0	3	2					3				
1296026.0	4	2					1				
1296026.0	5	2					8				
1296026.0	6	2					1				
1296026.0	7	2					1				
1296026.0	8	2					1				
1296026.0	9	2					8				
1296026.0	10	1	3	3	5				2		
1296062.0	1	1	1	1	1				2		
1296062.0	2	1	2	2	2				2		
1296062.0	3	2					7				
1296062.0	4	1	4	4	7				2		
1296062.0	5	2					7				
1296062.0	6	2					7				
1296062.0	7	2					7				
1296062.0	8	2					7				
1296062.0	9	2					7				
1296062.0	10	1	3	3	1				2		
1296080.0	1	1	1	1	1				2		
1296080.0	2	2					8				
1296080.0	3	2					8				
1296080.0	4	2					1				
1296080.0	5	2					2				
1296080.0	6	2					1				
1296080.0	7	2					1				
1296080.0	8	2					1				
1296080.0	9	2					1				
1296080.0	10	1	2	2	1				2		
1296089.0	1	1	1	1	1				2		
1296089.0	2	2					7				
1296089.0	3	2					1				
1296089.0	4	1	2	2	3				2		
1296089.0	5	2					7				
1296089.0	6	2					1				
1296089.0	7	2					7				
1296089.0	8	2					7				
1296089.0	9	2					7				
1296089.0	10	2					7				
1296008.0	1	1	1	2	4				2		
1296008.0	2	2					1				
1296008.0	3	1	3	1	3				2		
1296008.0	4	2					4				
1296008.0	5	1	2	3	6				2		
1296008.0	6	2					5				
1296008.0	7	2					1				
1296008.0	8	2					1				
1296008.0	9	2					8				
1296008.0	10	1	4	4	5				2		
1296082.0	1	2					3				
1296082.0	2	1	1	1	3				2		
1296082.0	3	2					3				
1296082.0	4	2					3				
1296082.0	5	2					3				
1296082.0	6	2					1				
1296082.0	7	2					1				
1296082.0	8	2					1				
1296082.0	9	2					1				
1296082.0	10	2					3				
1296071.0	1	1	1	1	7				2		
1296071.0	2	1	4	4	7				2		
1296071.0	3	1	2	2	7				2		
1296071.0	4	2					1				
1296071.0	5	1	3	3	7				2		
1296071.0	6	2					7				
1296071.0	7	2					4				
1296071.0	8	2					4				
1296071.0	9	2					7				
1296071.0	10	1	5	5	7				2		
1296025.0	1	1	1	1	1				2		
1296025.0	2	2					1				
1296025.0	3	2					4				
1296025.0	4	2					1				
1296025.0	5	2					4				
1296025.0	6	2					5				
1296025.0	7	2					5				
1296025.0	8	2					1				
1296025.0	9	2					7				
1296025.0	10	2					7				
1296053.0	1	1	1	1	1				2		
1296053.0	2	2					1				
1296053.0	3	2					4				
1296053.0	4	2					7				
1296053.0	5	2					4				
1296053.0	6	2					1				
1296053.0	7	2					1				
1296053.0	8	2					5				
1296053.0	9	2					3				
1296053.0	10	2					2				
1297080.0	1	1	1	1	1				2		
1297080.0	2	1	2	2	6				2		
1297080.0	3	2					8				
1297080.0	4	2					1				
1297080.0	5	2					7				
1297080.0	6	2					8				
1297080.0	7	2					1				
1297080.0	8	2					5				
1297080.0	9	2					1				
1297080.0	10	2					8				
1297093.0	1	1	1	1	1				2		
1297093.0	2	2					1				
1297093.0	3	1	2	2	1				2		
1297093.0	4	1	3	3	6				2		
1297093.0	5	2					8				
1297093.0	6	2					1				
1297093.0	7	2					1				
1297093.0	8	2					5				
1297093.0	9	2					7				
1297093.0	10	2					7				
1297116.0	1	1	1	1	9	21			2		
1297116.0	2	1	3	2	6				2		
1297116.0	3	2					8				
1297116.0	4	2					7				
1297116.0	5	1	2	3	2				2		
1297116.0	6	2					8				
1297116.0	7	2					5				
1297116.0	8	2					8				
1297116.0	9	2					5				
1297116.0	10	2					7				
1297008.0	1	1	1	1	1				2		
1297008.0	2	1	2	2	6				2		
1297008.0	3	2					7				
1297008.0	4	1	3	3	2				2		
1297008.0	5	2					3				
1297008.0	6	2					1				
1297008.0	7	2					1				
1297008.0	8	2					1				
1297008.0	9	2					1				
1297008.0	10	2					4				
1297104.0	1	2					9	25			
1297104.0	2	1	1	1	2				2		
1297104.0	3	2					9	25			
1297104.0	4	2					8				
1297104.0	5	2					7				
1297104.0	6	2					5				
1297104.0	7	2					5				
1297104.0	8	2					8				
1297104.0	9	2					8				
1297104.0	10	2					9	25			
1297013.0	1	1	1	1	1				2		
1297013.0	2	2					8				
1297013.0	3	2					4				
1297013.0	4	1	2	2	2				2		
1297013.0	5	2					7				
1297013.0	6	2					1				
1297013.0	7	2					1				
1297013.0	8	2					1				
1297013.0	9	2					7				
1297013.0	10	2					4				
1297032.0	1	1	1	1	1				2		
1297032.0	2	1	2	3	6				2		
1297032.0	3	2					4				
1297032.0	4	1	3	2	2				2		
1297032.0	5	2					7				
1297032.0	6	2					1				
1297032.0	7	2					1				
1297032.0	8	2					1				
1297032.0	9	2					1				
1297032.0	10	2					8				
1297092.0	1	1	1	1	1				2		
1297092.0	2	1	4	2	7				2		
1297092.0	3	2					4				
1297092.0	4	1	3	3	2				1	1	200
1297092.0	5	1	2	4	2				2		
1297092.0	6	2					7				
1297092.0	7	2					5				
1297092.0	8	2					5				
1297092.0	9	2					1				
1297092.0	10	2					8				
1297110.0	1	1	2	1	1				2		
1297110.0	2	1	3	2	1				2		
1297110.0	3	2					8				
1297110.0	4	1	4	3	2				2		
1297110.0	5	1	1	4	2				2		
1297110.0	6	2					1				
1297110.0	7	2					1				
1297110.0	8	2					4				
1297110.0	9	2					8				
1297110.0	10	2					8				
1297068.0	1	1	1	1	1				2		
1297068.0	2	1	3	2	6				1	2	200
1297068.0	3	2					4				
1297068.0	4	2					5				
1297068.0	5	2					7				
1297068.0	6	2					1				
1297068.0	7	2					1				
1297068.0	8	2					5				
1297068.0	9	2					5				
1297068.0	10	1	2	3	5				2		
1298024.0	1	1	1	2	1				2		
1298024.0	2	1	2	1	6				2		
1298024.0	3	2					8				
1298024.0	4	2					8				
1298024.0	5	2					4				
1298024.0	6	2					4				
1298024.0	7	2					1				
1298024.0	8	2					1				
1298024.0	9	2					4				
1298024.0	10	2					8				
1298117.0	1	1	1	1	1				2		
1298117.0	2	1	5	4	2				2		
1298117.0	3	2					3				
1298117.0	4	2					8				
1298117.0	5	1	2	2	1				2		
1298117.0	6	1	4	3	2				2		
1298117.0	7	2					8				
1298117.0	8	1	3	5	2				2		
1298117.0	9	2					4				
1298117.0	10	2					8				
1298084.0	1	1	2	1	1				2		
1298084.0	2	1	3	3	2				2		
1298084.0	3	2					4				
1298084.0	4	2					4				
1298084.0	5	1	1	2	2				2		
1298084.0	6	2					8				
1298084.0	7	2					1				
1298084.0	8	2					4				
1298084.0	9	2					1				
1298084.0	10	2					8				
1298010.0	1	1	1	2	7				2		
1298010.0	2	1	3	3	6				2		
1298010.0	3	2					8				
1298010.0	4	1	2	1	2				2		
1298010.0	5	2					4				
1298010.0	6	2					8				
1298010.0	7	2					1				
1298010.0	8	2					1				
1298010.0	9	2					1				
1298010.0	10	2					8				
1298091.0	1	1	1	1	1				2		
1298091.0	2	1	2	4	2				2		
1298091.0	3	2					8				
1298091.0	4	2					8				
1298091.0	5	1	3	2	2				2		
1298091.0	6	1	5	5	2				2		
1298091.0	7	1	6	6	2				2		
1298091.0	8	1	4	3	2				2		
1298091.0	9	2					7				
1298091.0	10	2					8				
1298104.0	1	1	1	1	1				2		
1298104.0	2	1	3	3	2				2		
1298104.0	3	2					3				
1298104.0	4	2					4				
1298104.0	5	2					4				
1298104.0	6	2					8				
1298104.0	7	1	2	2	5				2		
1298104.0	8	1	4	4	2				2		
1298104.0	9	2					7				
1298104.0	10	2					4				
1298037.0	1	1	1	2	3				1	1	3000
1298037.0	2	1	3	3	6				1	1	500
1298037.0	3	2					4				
1298037.0	4	2					4				
1298037.0	5	1	2	1	1				1	1	1500
1298037.0	6	2					8				
1298037.0	7	2					1				
1298037.0	8	2					1				
1298037.0	9	2					4				
1298037.0	10	2					1				
1298064.0	1	1	1	2	1				2		
1298064.0	2	1	5	4	5				2		
1298064.0	3	2					4				
1298064.0	4	2					1				
1298064.0	5	1	2	1	1				2		
1298064.0	6	2					5				
1298064.0	7	2					5				
1298064.0	8	1	4	5	6				2		
1298064.0	9	2					1				
1298064.0	10	1	3	3	2				2		
1298077.0	1	1	1	1	1				2		
1298077.0	2	1	3	3	6				2		
1298077.0	3	2					4				
